Source,Winner,Winner Score,Loser,Loser Score,GameID,Away Code,Away Short Name,Away Full Name,Home Code,Home Short Name,Home Full Name,AwayScore,HomeScore
TerrySullivan,Bills,24,Patriots,17,BUFNE,BUF,Bills,Buffalo Bills,NE,Patriots,New England Patriots,24,17
TerrySullivan,Buccaneers,30,Saints,16,NOTB,NO,Saints,New Orleans Saints,TB,Buccaneers,Tampa Bay Buccaneers,16,30
TerrySullivan,Bengals,27,Steelers,23,CINPIT,CIN,Bengals,Cincinnati Bengals,PIT,Steelers,Pittsburgh Steelers,27,23
TerrySullivan,Vikings,30,Lions,27,MINDET,MIN,Vikings,Minnesota Vikings,DET,Lions,Detroit Lions,30,27
TerrySullivan,Packers,30,Bears,17,CHIGB,CHI,Bears,Chicago Bears,GB,Packers,Green Bay Packers,17,30
TerrySullivan,Ravens,33,Browns,16,CLEBAL,CLE,Browns,Cleveland Browns,BAL,Ravens,Baltimore Ravens,16,33
TerrySullivan,Falcons,27,Panthers,17,CARATL,CAR,Panthers,Carolina Panthers,ATL,Falcons,Atlanta Falcons,17,27
TerrySullivan,Texans,23,Titans,20,HOUTEN,HOU,Texans,Houston Texans,TEN,Titans,Tennessee Titans,23,20
TerrySullivan,Jaguars,23,Colts,21,JACIND,JAC,Jaguars,Jacksonville Jaguars,IND,Colts,Indianapolis Colts,23,21
TerrySullivan,Eagles,26,Giants,16,NYGPHI,NYG,Giants,New York Giants,PHI,Eagles,Philadelphia Eagles,16,26
TerrySullivan,Commanders,27,Cowboys,20,WASDAL,WAS,Commanders,Washington Commanders,DAL,Cowboys,Dallas Cowboys,27,20
TerrySullivan,Broncos,24,Chiefs,17,KCDEN,KC,Chiefs,Kansas City Chiefs,DEN,Broncos,Denver Broncos,17,24
TerrySullivan,Chargers,27,Raiders,16,LACLV,LAC,Chargers,Los Angeles Chargers,LV,Raiders,Las Vegas Raiders,27,16
TerrySullivan,Dolphins,23,Jets,20,MIANYJ,MIA,Dolphins,Miami Dolphins,NYJ,N.Y. Jets,New York Jets,23,20
TerrySullivan,Seahawks,27,Rams,23,SEALAR,SEA,Seahawks,Seattle Seahawks,LAR,L.A. Rams,Los Angeles Rams,27,23
TerrySullivan,Cardinals,24,49ers,20,SFARI,SF,49ers,San Francisco 49ers,ARI,Cardinals,Arizona Cardinals,20,24
PetePrisco,Ravens,31,Browns,13,CLEBAL,CLE,Browns,Cleveland Browns,BAL,Ravens,Baltimore Ravens,13,31
PetePrisco,Bengals,28,Steelers,23,CINPIT,CIN,Bengals,Cincinnati Bengals,PIT,Steelers,Pittsburgh Steelers,28,23
PetePrisco,Eagles,23,Giants,16,NYGPHI,NYG,Giants,New York Giants,PHI,Eagles,Philadelphia Eagles,16,23
PetePrisco,Bucs,33,Saints,14,NOTB,NO,Saints,New Orleans Saints,TB,Buccaneers,Tampa Bay Buccaneers,14,33
PetePrisco,Titans,20,Texans,17,HOUTEN,HOU,Texans,Houston Texans,TEN,Titans,Tennessee Titans,17,20
PetePrisco,Falcons,30,Panthers,20,CARATL,CAR,Panthers,Carolina Panthers,ATL,Falcons,Atlanta Falcons,20,30
PetePrisco,Commanders,23,Cowboys,21,WASDAL,WAS,Commanders,Washington Commanders,DAL,Cowboys,Dallas Cowboys,23,21
PetePrisco,Packers,30,Bears,20,CHIGB,CHI,Bears,Chicago Bears,GB,Packers,Green Bay Packers,20,30
PetePrisco,Colts,27,Jaguars,14,JACIND,JAC,Jaguars,Jacksonville Jaguars,IND,Colts,Indianapolis Colts,14,27
PetePrisco,Patriots,24,Bills,23,BUFNE,BUF,Bills,Buffalo Bills,NE,Patriots,New England Patriots,23,24
PetePrisco,Cardinals,24,49ers,20,SFARI,SF,49ers,San Francisco 49ers,ARI,Cardinals,Arizona Cardinals,20,24
PetePrisco,Broncos,20,Chiefs,17,KCDEN,KC,Chiefs,Kansas City Chiefs,DEN,Broncos,Denver Broncos,17,20
PetePrisco,Seahawks,23,Rams,17,SEALAR,SEA,Seahawks,Seattle Seahawks,LAR,L.A. Rams,Los Angeles Rams,23,17
PetePrisco,Chargers,29,Raiders,16,LACLV,LAC,Chargers,Los Angeles Chargers,LV,Raiders,Las Vegas Raiders,29,16
PetePrisco,Jets,23,Dolphins,20,MIANYJ,MIA,Dolphins,Miami Dolphins,NYJ,N.Y. Jets,New York Jets,20,23
PetePrisco,Lions,34,Vikings,33,MINDET,MIN,Vikings,Minnesota Vikings,DET,Lions,Detroit Lions,33,34
BleacherReport,Ravens,33,Browns,6,CLEBAL,CLE,Browns,Cleveland Browns,BAL,Ravens,Baltimore Ravens,6,33
BleacherReport,Bengals,31,Steelers,27,CINPIT,CIN,Bengals,Cincinnati Bengals,PIT,Steelers,Pittsburgh Steelers,31,27
BleacherReport,Patriots,22,Bills,17,BUFNE,BUF,Bills,Buffalo Bills,NE,Patriots,New England Patriots,17,22
BleacherReport,Packers,24,Bears,16,CHIGB,CHI,Bears,Chicago Bears,GB,Packers,Green Bay Packers,16,24
BleacherReport,Eagles,20,Giants,14,NYGPHI,NYG,Giants,New York Giants,PHI,Eagles,Philadelphia Eagles,14,20
BleacherReport,Buccaneers,38,Saints,7,NOTB,NO,Saints,New Orleans Saints,TB,Buccaneers,Tampa Bay Buccaneers,7,38
