Source,Winner,Winner Score,Loser,Loser Score,GameID,GameIDInt,Away Code,Away Short Name,Away Full Name,Home Code,Home Short Name,Home Full Name,AwayScore,HomeScore,Spread,Total
AliNFL,Saints,21,Falcons,19,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,19,21,-1.5,39
BillBender,Falcons,20,Saints,17,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,20,17,-1.5,39
BrookeNFL,Saints,23,Falcons,21,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,21,23,-1.5,39
clutchpoints,Saints,16,Falcons,13,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,13,16,-1.5,39
copilot,Falcons,20,Saints,17,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,20,17,-1.5,39
DanNFL,Saints,20,Falcons,17,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,17,20,-1.5,39
DataSkrive,Saints,22,Falcons,21,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,21,22,-1.5,39
Dimers,SAINTS,20,FALCONS,19,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,19,20,-1.5,39
DRatings,Falcons,21,Saints,21,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,21,21,-1.5,39
GennaroNFL,Saints,19,Falcons,16,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,16,19,-1.5,39
Jeremy Cluff,Saints,21,Falcons,20,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,20,21,-1.5,39
JimNicely,Falcons,21,Saints,20,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,21,2,-1.5,39
MaldonadoESPN,Falcons,25,Saints,20,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,25,20,-1.5,39
MoodyESPN,Saints,24,Falcons,20,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,20,24,-1.5,39
NFLSpinzone,Falcons,27,Saints,20,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,27,20,-1.5,39
oddsshark,Falcons,22,Saints,26,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,22,26,-1.5,39
PetePrisco,Saints,24,Falcons,20,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,20,24,-1.5,39
rotowire,Saints,19,Falcons,16,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,16,19,-1.5,39
SBR,Saints,23,Falcons,20,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,20,23,-1.5,39
TomNFL,Saints,21,Falcons,18,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,18,21,-1.5,39
TylerSullivan,Saints,23,Falcons,21,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,21,23,-1.5,39
VinnieIyer,Saints,20,Falcons,17,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,17,20,-1.5,39
WalderESPN,Saints,20,Falcons,17,ATLNO,4765843,ATL,Falcons,Atlanta Falcons,NO,Saints,New Orleans Saints,17,20,-1.5,39
AliNFL,Bills,23,Texans,18,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,23,18,6,43.5
BillBender,Bills,28,Texans,17,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,28,17,6,43.5
BrookeNFL,Bills,23,Texans,19,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,23,19,6,43.5
ChrisBumbaca,Bills,20,Texans,15,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,20,15,6,43.5
clutchpoints,Bills,35,Texans,13,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,35,13,6,43.5
copilot,Bills,24,Texans,17,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,24,17,6,43.5
DanNFL,Bills,23,Texans,20,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,23,20,6,43.5
DataSkrive,Texans,26,Bills,19,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,19,26,6,43.5
Dimers,BILLS,24,TEXANS,19,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,24,19,6,43.5
DRatings,Bills,26,Texans,18,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,26,18,6,43.5
GennaroNFL,Bills,21,Texans,16,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,21,16,6,43.5
JarrettBell,Bills,24,Texans,20,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,24,20,6,43.5
Jeremy Cluff,Bills,27,Texans,20,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,27,20,6,43.5
JimNicely,Bills,23,Texans,17,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,23,17,6,43.5
MikeMiddlehurst-Schwartz,Bills,23,Texans,12,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,23,12,6,43.5
NateDavis,Bills,27,Texans,20,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,27,20,6,43.5
NFLSpinzone,Bills,24,Texans,20,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,24,20,6,43.5
NickBrinkerhoff,Texans,23,Bills,20,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,20,23,6,43.5
oddsshark,Bills,24,Texans,24,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,24,24,6,43.5
oddstrader,Bills,25,Texans,18,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,25,18,6,43.5
PetePrisco,Bills,24,Texans,17,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,24,17,6,43.5
rotowire,Bills,24,Texans,20,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,24,20,6,43.5
TomNFL,Bills,24,Texans,19,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,24,19,6,43.5
TylerDragon,Bills,27,Texans,10,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,27,10,6,43.5
TylerSullivan,Bills,24,Texans,20,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,24,20,6,43.5
VinnieIyer,Bills,23,Texans,20,BUFHOU,4765832,BUF,Bills,Buffalo Bills,HOU,Texans,Houston Texans,23,20,6,43.5
AliNFL,49ers,27,Panthers,23,CARSF,4765845,CAR,Panthers,Carolina Panthers,SF,49ers,San Francisco 49ers,23,27,-7,48
BillBender,49ers,27,Panthers,21,CARSF,4765845,CAR,Panthers,Carolina Panthers,SF,49ers,San Francisco 49ers,21,27,-7,48
BrookeNFL,49ers,30,Panthers,24,CARSF,4765845,CAR,Panthers,Carolina Panthers,SF,49ers,San Francisco 49ers,24,30,-7,48
clutchpoints,49ers,24,Panthers,14,CARSF,4765845,CAR,Panthers,Carolina Panthers,SF,49ers,San Francisco 49ers,14,24,-7,48
copilot,49ers,27,Panthers,23,CARSF,4765845,CAR,Panthers,Carolina Panthers,SF,49ers,San Francisco 49ers,23,27,-7,48
DanNFL,49ers,30,Panthers,24,CARSF,4765845,CAR,Panthers,Carolina Panthers,SF,49ers,San Francisco 49ers,24,30,-7,48
DataSkrive,49ers,29,Panthers,15,CARSF,4765845,CAR,Panthers,Carolina Panthers,SF,49ers,San Francisco 49ers,15,29,-7,48
DRatings,Panthers,17,49ers,28,CARSF,4765845,CAR,Panthers,Carolina Panthers,SF,49ers,San Francisco 49ers,17,28,-7,48
GennaroNFL,49ers,28,Panthers,22,CARSF,4765845,CAR,Panthers,Carolina Panthers,SF,49ers,San Francisco 49ers,22,28,-7,48
Jeremy Cluff,49ers,24,Panthers,21,CARSF,4765845,CAR,Panthers,Carolina Panthers,SF,49ers,San Francisco 49ers,21,24,-7,48
JimNicely,49ers,27,Panthers,17,CARSF,4765845,CAR,Panthers,Carolina Panthers,SF,49ers,San Francisco 49ers,17,27,-7,48
MaldonadoESPN,49ers,26,Panthers,17,CARSF,4765845,CAR,Panthers,Carolina Panthers,SF,49ers,San Francisco 49ers,17,26,-7,48
