Source,Winner,Winner Score,Loser,Loser Score,GameID,GameIDInt,Away Code,Away Short Name,Away Full Name,Home Code,Home Short Name,Home Full Name,AwayScore,HomeScore,Spread,Total
TylerSullivan,Patriots,27,Buccaneers,20,NETB,4765808,NE,Patriots,New England Patriots,TB,Buccaneers,Tampa Bay Buccaneers,27,20,-2.5,48.5
TylerSullivan,Eagles,23,Packers,21,PHIGB,4765633,PHI,Eagles,Philadelphia Eagles,GB,Packers,Green Bay Packers,23,21,-2,45.5
TylerSullivan,Bills,33,Dolphins,20,BUFMIA,4765813,BUF,Bills,Buffalo Bills,MIA,Dolphins,Miami Dolphins,33,20,9.5,49.5
TylerSullivan,Seahawks,27,Cardinals,17,ARISEA,4765814,ARI,Cardinals,Arizona Cardinals,SEA,Seahawks,Seattle Seahawks,17,27,-6.5,45.5
TylerSullivan,Texans,23,Jaguars,20,JACHOU,4765809,JAC,Jaguars,Jacksonville Jaguars,HOU,Texans,Houston Texans,20,23,1,37.5
TylerSullivan,Broncos,27,Raiders,17,LVDEN,4765806,LV,Raiders,Las Vegas Raiders,DEN,Broncos,Denver Broncos,17,27,-9,42.5
TylerSullivan,Colts,30,Falcons,20,ATLIND,4765638,ATL,Falcons,Atlanta Falcons,IND,Colts,Indianapolis Colts,20,30,-6.5,48
TylerSullivan,Bears,27,Giants,21,NYGCHI,4765812,NYG,Giants,New York Giants,CHI,Bears,Chicago Bears,21,27,-4.5,46.5
TylerSullivan,Ravens,24,Vikings,21,BALMIN,4765807,BAL,Ravens,Baltimore Ravens,MIN,Vikings,Minnesota Vikings,24,21,4,49
TylerSullivan,Browns,23,Jets,20,CLENYJ,4765810,CLE,Browns,Cleveland Browns,NYJ,Jets,New York Jets,23,20,2.5,37.5
TylerSullivan,Panthers,24,Saints,20,NOCAR,4765811,NO,Saints,New Orleans Saints,CAR,Panthers,Carolina Panthers,20,24,-6,39.5
TylerSullivan,Rams,27,49ers,24,LARSF,4765815,LAR,Rams,Los Angeles Rams,SF,49ers,San Francisco 49ers,27,24,4.5,49
TylerSullivan,Lions,33,Commanders,20,DETWAS,4765816,DET,Lions,Detroit Lions,WAS,Commanders,Washington Commanders,33,20,8,49
TylerSullivan,Chargers,27,Steelers,23,PITLAC,4765817,PIT,Steelers,Pittsburgh Steelers,LAC,Chargers,Los Angeles Chargers,23,27,-3,44.5
PetePrisco,Broncos,28,Raiders,14,LVDEN,4765806,LV,Raiders,Las Vegas Raiders,DEN,Broncos,Denver Broncos,14,28,-9,42.5
PetePrisco,Colts,30,Falcons,23,ATLIND,4765638,ATL,Falcons,Atlanta Falcons,IND,Colts,Indianapolis Colts,23,30,-6.5,48
