Source,Winner,Winner Score,Loser,Loser Score,GameID,GameIDInt,Away Code,Away Short Name,Away Full Name,Home Code,Home Short Name,Home Full Name,AwayScore,HomeScore,Spread,Total
PetePrisco,Falcons,21,Panthers,17,CARATL,4798289,CAR,Panthers,Carolina Panthers,ATL,Falcons,Atlanta Falcons,17,21,2.5,44
PetePrisco,Bears,30,Vikings,24,MINCHI,4798287,MIN,Vikings,Minnesota Vikings,CHI,Bears,Chicago Bears,24,30,-4,48
PetePrisco,Eagles,30,Titans,13,PHITEN,4798282,PHI,Eagles,Philadelphia Eagles,TEN,Titans,Tennessee Titans,30,13,7.5,39
PetePrisco,Patriots,21,Steelers,14,PITNE,4798285,PIT,Steelers,Pittsburgh Steelers,NE,Patriots,New England Patriots,14,21,-4.5,41.5
PetePrisco,Packers,27,Jets,20,GBNYJ,4798291,GB,Packers,Green Bay Packers,NYJ,Jets,New York Jets,27,20,3.5,44.5
PetePrisco,Buccaneers,30,Browns,10,CLETB,4798298,CLE,Browns,Cleveland Browns,TB,Buccaneers,Tampa Bay Buccaneers,10,30,-8,41.5
PetePrisco,Ravens,33,Saints,20,NOBAL,4798294,NO,Saints,New Orleans Saints,BAL,Ravens,Baltimore Ravens,20,33,-7.5,46
PetePrisco,Texans,28,Bengals,23,CINHOU,4798296,CIN,Bengals,Cincinnati Bengals,HOU,Texans,Houston Texans,23,28,-2.5,46
PetePrisco,Jaguars,23,Broncos,20,JAXDEN,4798300,JAC,Jaguars,Jacksonville Jaguars,DEN,Broncos,Denver Broncos,23,20,-2.5,45.5
PetePrisco,Chargers,24,Raiders,16,LVLAC,4798303,LV,Raiders,Las Vegas Raiders,LAC,Chargers,Los Angeles Chargers,16,24,-6.5,43
PetePrisco,Cowboys,31,Commanders,24,WASDAL,4798306,WAS,Commanders,Washington Commanders,DAL,Cowboys,Dallas Cowboys,24,31,-4,50
PetePrisco,Seahawks,19,Cardinals,13,SEAARI,4798304,SEA,Seahawks,Seattle Seahawks,ARI,Cardinals,Arizona Cardinals,19,13,4,40.5
PetePrisco,49ers,29,Dolphins,10,MIASF,4798305,MIA,Dolphins,Miami Dolphins,SF,49ers,San Francisco 49ers,10,29,-13,45
PetePrisco,Chiefs,27,Colts,17,INDKC,4798307,IND,Colts,Indianapolis Colts,KC,Chiefs,Kansas City Chiefs,17,27,-6.5,46.5
PetePrisco,Rams,30,Giants,14,NYGLAR,4798308,NYG,Giants,New York Giants,LAR,Rams,Los Angeles Rams,14,30,-7,48
PetePrisco,Bills,36,Lions,30,DETBUF,4798194,DET,Lions,Detroit Lions,BUF,Bills,Buffalo Bills,30,36,-5.5,55
BillBender,Bills,28,Lions,26,DETBUF,4798194,DET,Lions,Detroit Lions,BUF,Bills,Buffalo Bills,26,28,-5.5,55
BillBender,Panthers,23,Falcons,20,CARATL,4798289,CAR,Panthers,Carolina Panthers,ATL,Falcons,Atlanta Falcons,23,20,2.5,44
BillBender,Bears,30,Vikings,23,MINCHI,4798287,MIN,Vikings,Minnesota Vikings,CHI,Bears,Chicago Bears,23,30,-4,48
BillBender,Eagles,27,Titans,17,PHITEN,4798282,PHI,Eagles,Philadelphia Eagles,TEN,Titans,Tennessee Titans,27,17,7.5,39
BillBender,Steelers,21,Patriots,19,PITNE,4798285,PIT,Steelers,Pittsburgh Steelers,NE,Patriots,New England Patriots,21,19,-4.5,41.5
BillBender,Packers,28,Jets,21,GBNYJ,4798291,GB,Packers,Green Bay Packers,NYJ,Jets,New York Jets,28,21,3.5,44.5
BillBender,Buccaneers,31,Browns,21,CLETB,4798298,CLE,Browns,Cleveland Browns,TB,Buccaneers,Tampa Bay Buccaneers,21,31,-8,41.5
BillBender,Ravens,29,Saints,22,NOBAL,4798294,NO,Saints,New Orleans Saints,BAL,Ravens,Baltimore Ravens,22,29,-7.5,46
BillBender,Bengals,30,Texans,28,CINHOU,4798296,CIN,Bengals,Cincinnati Bengals,HOU,Texans,Houston Texans,30,28,-2.5,46
BillBender,Broncos,28,Jaguars,27,JAXDEN,4798300,JAC,Jaguars,Jacksonville Jaguars,DEN,Broncos,Denver Broncos,27,28,-2.5,45.5
