Source,Winner,Winner Score,Loser,Loser Score,GameID,Away Code,Away Short Name,Away Full Name,Home Code,Home Short Name,Home Full Name,AwayScore,HomeScore
TerrySullivan,Steelers,26,Eagles,20,PITPHI,PIT,Steelers,Pittsburgh Steelers,PHI,Eagles,Philadelphia Eagles,26,20
TerrySullivan,Rams,27,49ers,24,LARSF,LAR,Rams,Los Angeles Rams,SF,49ers,San Francisco 49ers,27,24
TerrySullivan,Bengals,30,Titans,20,CINTEN,CIN,Bengals,Cincinnati Bengals,TEN,Titans,Tennessee Titans,30,20
TerrySullivan,Commanders,30,Saints,17,WASNO,WAS,Commanders,Washington Commanders,NO,Saints,New Orleans Saints,30,17
TerrySullivan,Panthers,23,Cowboys,21,DALCAR,DAL,Cowboys,Dallas Cowboys,CAR,Panthers,Carolina Panthers,21,23
TerrySullivan,Ravens,33,Giants,17,BALNYG,BAL,Ravens,Baltimore Ravens,NYG,N.Y. Giants,New York Giants,33,17
TerrySullivan,Chiefs,23,Browns,20,KCCLE,KC,Chiefs,Kansas City Chiefs,CLE,Browns,Cleveland Browns,23,20
TerrySullivan,Texans,27,Dolphins,23,MIAHOU,MIA,Dolphins,Miami Dolphins,HOU,Texans,Houston Texans,23,27
TerrySullivan,Jaguars,20,Jets,17,NYJJAC,NYJ,Jets,New York Jets,JAC,Jaguars,Jacksonville Jaguars,17,20
TerrySullivan,Lions,30,Bills,27,BUFDET,BUF,Bills,Buffalo Bills,DET,Lions,Detroit Lions,27,30
TerrySullivan,Broncos,24,Colts,17,INDDEN,IND,Colts,Indianapolis Colts,DEN,Broncos,Denver Broncos,17,24
TerrySullivan,Cardinals,27,Patriots,20,NEARI,NE,Patriots,New England Patriots,ARI,Cardinals,Arizona Cardinals,20,27
TerrySullivan,Chargers,26,Buccaneers,21,TBLAC,TB,Buccaneers,Tampa Bay Buccaneers,LAC,L.A. Chargers,Los Angeles Chargers,21,26
TerrySullivan,Seahawks,24,Packers,21,GBSEA,GB,Packers,Green Bay Packers,SEA,Seahawks,Seattle Seahawks,21,24
TerrySullivan,Vikings,27,Bears,17,CHIMIN,CHI,Bears,Chicago Bears,MIN,Vikings,Minnesota Vikings,17,27
TerrySullivan,Falcons,24,Raiders,16,ATLLV,ATL,Falcons,Atlanta Falcons,LV,Raiders,Las Vegas Raiders,24,16
PetePrisco,49ers,28,Rams,23,LARSF,LAR,Rams,Los Angeles Rams,SF,49ers,San Francisco 49ers,23,28
PetePrisco,Cowboys,20,Panthers,17,DALCAR,DAL,Cowboys,Dallas Cowboys,CAR,Panthers,Carolina Panthers,20,17
PetePrisco,Chiefs,21,Browns,19,KCCLE,KC,Chiefs,Kansas City Chiefs,CLE,Browns,Cleveland Browns,21,19
PetePrisco,Dolphins,31,Texans,27,MIAHOU,MIA,Dolphins,Miami Dolphins,HOU,Texans,Houston Texans,31,27
PetePrisco,Jets,24,Jaguars,17,NYJJAC,NYJ,Jets,New York Jets,JAC,Jaguars,Jacksonville Jaguars,24,17
PetePrisco,Commanders,30,Saints,17,WASNO,WAS,Commanders,Washington Commanders,NO,Saints,New Orleans Saints,30,17
PetePrisco,Ravens,34,Giants,14,BALNYG,BAL,Ravens,Baltimore Ravens,NYG,N.Y. Giants,New York Giants,34,14
PetePrisco,Bengals,30,Titans,17,CINTEN,CIN,Bengals,Cincinnati Bengals,TEN,Titans,Tennessee Titans,30,17
PetePrisco,Cardinals,28,Patriots,20,NEARI,NE,Patriots,New England Patriots,ARI,Cardinals,Arizona Cardinals,20,28
PetePrisco,Broncos,22,Colts,16,INDDEN,IND,Colts,Indianapolis Colts,DEN,Broncos,Denver Broncos,16,22
PetePrisco,Bills,37,Lions,35,BUFDET,BUF,Bills,Buffalo Bills,DET,Lions,Detroit Lions,37,35
PetePrisco,Chargers,27,Bucs,21,TBLAC,TB,Buccaneers,Tampa Bay Buccaneers,LAC,L.A. Chargers,Los Angeles Chargers,21,27
PetePrisco,Eagles,24,Steelers,17,PITPHI,PIT,Steelers,Pittsburgh Steelers,PHI,Eagles,Philadelphia Eagles,17,24
PetePrisco,Packers,28,Seahawks,24,GBSEA,GB,Packers,Green Bay Packers,SEA,Seahawks,Seattle Seahawks,28,24
PetePrisco,Vikings,33,Bears,17,CHIMIN,CHI,Bears,Chicago Bears,MIN,Vikings,Minnesota Vikings,17,33
PetePrisco,Raiders,21,Falcons,20,ATLLV,ATL,Falcons,Atlanta Falcons,LV,Raiders,Las Vegas Raiders,20,21
BleacherReport,Rams,30,49ers,28,LARSF,LAR,Rams,Los Angeles Rams,SF,49ers,San Francisco 49ers,30,28
BleacherReport,Ravens,35,Giants,16,BALNYG,BAL,Ravens,Baltimore Ravens,NYG,N.Y. Giants,New York Giants,35,16
BleacherReport,Commanders,27,Saints,16,WASNO,WAS,Commanders,Washington Commanders,NO,Saints,New Orleans Saints,27,16
BleacherReport,Texans,26,Dolphins,21,MIAHOU,MIA,Dolphins,Miami Dolphins,HOU,Texans,Houston Texans,21,26
BleacherReport,Chiefs,28,Browns,23,KCCLE,KC,Chiefs,Kansas City Chiefs,CLE,Browns,Cleveland Browns,28,23
BleacherReport,Jets,23,Jaguars,17,NYJJAC,NYJ,Jets,New York Jets,JAC,Jaguars,Jacksonville Jaguars,23,17
BleacherReport,Bengals,30,Titans,16,CINTEN,CIN,Bengals,Cincinnati Bengals,TEN,Titans,Tennessee Titans,30,16
BleacherReport,Panthers,23,Cowboys,21,DALCAR,DAL,Cowboys,Dallas Cowboys,CAR,Panthers,Carolina Panthers,21,23
BleacherReport,Broncos,26,Colts,20,INDDEN,IND,Colts,Indianapolis Colts,DEN,Broncos,Denver Broncos,20,26
BleacherReport,Cardinals,27,Patriots,20,NEARI,NE,Patriots,New England Patriots,ARI,Cardinals,Arizona Cardinals,20,27
BleacherReport,Eagles,21,Steelers,20,PITPHI,PIT,Steelers,Pittsburgh Steelers,PHI,Eagles,Philadelphia Eagles,20,21
BleacherReport,Lions,34,Bills,31,BUFDET,BUF,Bills,Buffalo Bills,DET,Lions,Detroit Lions,31,34
BleacherReport,Buccaneers,24,Chargers,22,TBLAC,TB,Buccaneers,Tampa Bay Buccaneers,LAC,L.A. Chargers,Los Angeles Chargers,24,22
BleacherReport,Packers,26,Seahawks,19,GBSEA,GB,Packers,Green Bay Packers,SEA,Seahawks,Seattle Seahawks,26,19
BleacherReport,Vikings,28,Bears,17,CHIMIN,CHI,Bears,Chicago Bears,MIN,Vikings,Minnesota Vikings,17,28
BleacherReport,Falcons,24,Raiders,17,ATLLV,ATL,Falcons,Atlanta Falcons,LV,Raiders,Las Vegas Raiders,24,17
BillBender,49ers,27,Rams,24,LARSF,LAR,Rams,Los Angeles Rams,SF,49ers,San Francisco 49ers,24,27
BillBender,Chiefs,23,Browns,19,KCCLE,KC,Chiefs,Kansas City Chiefs,CLE,Browns,Cleveland Browns,23,19
BillBender,Bengals,30,Titans,20,CINTEN,CIN,Bengals,Cincinnati Bengals,TEN,Titans,Tennessee Titans,30,20
BillBender,Commanders,28,Saints,16,WASNO,WAS,Commanders,Washington Commanders,NO,Saints,New Orleans Saints,28,16
BillBender,Ravens,30,Giants,17,BALNYG,BAL,Ravens,Baltimore Ravens,NYG,N.Y. Giants,New York Giants,30,17
BillBender,Cowboys,28,Panthers,24,DALCAR,DAL,Cowboys,Dallas Cowboys,CAR,Panthers,Carolina Panthers,28,24
BillBender,Jets,17,Jaguars,13,NYJJAC,NYJ,Jets,New York Jets,JAC,Jaguars,Jacksonville Jaguars,17,13
BillBender,Texans,23,Dolphins,21,MIAHOU,MIA,Dolphins,Miami Dolphins,HOU,Texans,Houston Texans,21,23
BillBender,Broncos,27,Colts,19,INDDEN,IND,Colts,Indianapolis Colts,DEN,Broncos,Denver Broncos,19,27
BillBender,Lions,33,Bills,30,BUFDET,BUF,Bills,Buffalo Bills,DET,Lions,Detroit Lions,30,33
BillBender,Eagles,24,Steelers,20,PITPHI,PIT,Steelers,Pittsburgh Steelers,PHI,Eagles,Philadelphia Eagles,20,24
BillBender,Cardinals,20,Patriots,19,NEARI,NE,Patriots,New England Patriots,ARI,Cardinals,Arizona Cardinals,19,20
BillBender,Buccaneers,24,Chargers,21,TBLAC,TB,Buccaneers,Tampa Bay Buccaneers,LAC,L.A. Chargers,Los Angeles Chargers,24,21
BillBender,Packers,26,Seahawks,19,GBSEA,GB,Packers,Green Bay Packers,SEA,Seahawks,Seattle Seahawks,26,19
BillBender,Vikings,34,Bears,21,CHIMIN,CHI,Bears,Chicago Bears,MIN,Vikings,Minnesota Vikings,21,34
BillBender,Falcons,23,Raiders,20,ATLLV,ATL,Falcons,Atlanta Falcons,LV,Raiders,Las Vegas Raiders,23,20
DataSkrive,49ers,25,Rams,23,LARSF,LAR,Rams,Los Angeles Rams,SF,49ers,San Francisco 49ers,23,25
DataSkrive,Bengals,26,Titans,24,CINTEN,CIN,Bengals,Cincinnati Bengals,TEN,Titans,Tennessee Titans,26,24
DataSkrive,Jaguars,22,Jets,21,NYJJAC,NYJ,Jets,New York Jets,JAC,Jaguars,Jacksonville Jaguars,21,22
DataSkrive,Commanders,26,Saints,22,WASNO,WAS,Commanders,Washington Commanders,NO,Saints,New Orleans Saints,26,22
DataSkrive,Ravens,30,Giants,16,BALNYG,BAL,Ravens,Baltimore Ravens,NYG,N.Y. Giants,New York Giants,30,16
DataSkrive,Cowboys,25,Panthers,23,DALCAR,DAL,Cowboys,Dallas Cowboys,CAR,Panthers,Carolina Panthers,25,23
DataSkrive,Texans,27,Dolphins,17,MIAHOU,MIA,Dolphins,Miami Dolphins,HOU,Texans,Houston Texans,17,27
DataSkrive,Chiefs,28,Browns,15,KCCLE,KC,Chiefs,Kansas City Chiefs,CLE,Browns,Cleveland Browns,28,15
DataSkrive,Cardinals,29,Patriots,13,NEARI,NE,Patriots,New England Patriots,ARI,Cardinals,Arizona Cardinals,13,29
DataSkrive,Eagles,26,Steelers,18,PITPHI,PIT,Steelers,Pittsburgh Steelers,PHI,Eagles,Philadelphia Eagles,18,26
DataSkrive,Lions,30,Bills,21,BUFDET,BUF,Bills,Buffalo Bills,DET,Lions,Detroit Lions,21,30
DataSkrive,Chargers,23,Buccaneers,22,TBLAC,TB,Buccaneers,Tampa Bay Buccaneers,LAC,L.A. Chargers,Los Angeles Chargers,22,23
DataSkrive,Broncos,25,Colts,17,INDDEN,IND,Colts,Indianapolis Colts,DEN,Broncos,Denver Broncos,17,25
DataSkrive,Packers,25,Seahawks,22,GBSEA,GB,Packers,Green Bay Packers,SEA,Seahawks,Seattle Seahawks,25,22
DataSkrive,Vikings,30,Bears,13,CHIMIN,CHI,Bears,Chicago Bears,MIN,Vikings,Minnesota Vikings,13,30
DataSkrive,Falcons,25,Raiders,22,ATLLV,ATL,Falcons,Atlanta Falcons,LV,Raiders,Las Vegas Raiders,25,22
MarcusMosher,49ers,28,Rams,24,LARSF,LAR,Rams,Los Angeles Rams,SF,49ers,San Francisco 49ers,24,28
MarcusMosher,Chiefs,24,Browns,17,KCCLE,KC,Chiefs,Kansas City Chiefs,CLE,Browns,Cleveland Browns,24,17
MarcusMosher,Bengals,27,Titans,23,CINTEN,CIN,Bengals,Cincinnati Bengals,TEN,Titans,Tennessee Titans,27,23
MarcusMosher,Dolphins,27,Texans,24,MIAHOU,MIA,Dolphins,Miami Dolphins,HOU,Texans,Houston Texans,27,24
MarcusMosher,Ravens,34,Giants,13,BALNYG,BAL,Ravens,Baltimore Ravens,NYG,N.Y. Giants,New York Giants,34,13
MarcusMosher,Jets,23,Jaguars,17,NYJJAC,NYJ,Jets,New York Jets,JAC,Jaguars,Jacksonville Jaguars,23,17
