Source,Winner,Winner Score,Loser,Loser Score,GameID,GameIDInt,Away Code,Away Short Name,Away Full Name,Home Code,Home Short Name,Home Full Name,AwayScore,HomeScore,Spread,Total
TylerSullivan,Bears,24,Vikings,23,MINCHI,4765690,MIN,Vikings,Minnesota Vikings,CHI,Bears,Chicago Bears,23,24,1,44
PetePrisco,Bears,27,Vikings,21,MINCHI,4765690,MIN,Vikings,Minnesota Vikings,CHI,Bears,Chicago Bears,21,27,1,44
BillBender,Bears,22,Vikings,20,MINCHI,4765690,MIN,Vikings,Minnesota Vikings,CHI,Bears,Chicago Bears,20,22,1,44
TimCrean,Bears,23,Vikings,18,MINCHI,4765690,MIN,Vikings,Minnesota Vikings,CHI,Bears,Chicago Bears,18,23,1,44
VinnieIyer,Bears,24,Vikings,21,MINCHI,4765690,MIN,Vikings,Minnesota Vikings,CHI,Bears,Chicago Bears,21,24,1,44
MaldonadoESPN,Bears,23,Vikings,20,MINCHI,4765690,MIN,Vikings,Minnesota Vikings,CHI,Bears,Chicago Bears,20,23,1,44
MoodyESPN,Bears,26,Vikings,20,MINCHI,4765690,MIN,Vikings,Minnesota Vikings,CHI,Bears,Chicago Bears,20,26,1,44
WalderESPN,Bears,24,Vikings,21,MINCHI,4765690,MIN,Vikings,Minnesota Vikings,CHI,Bears,Chicago Bears,21,24,1,44
AliNFL,Bears,24,Vikings,23,MINCHI,4765690,MIN,Vikings,Minnesota Vikings,CHI,Bears,Chicago Bears,23,24,1,44
DanNFL,Bears,24,Vikings,20,MINCHI,4765690,MIN,Vikings,Minnesota Vikings,CHI,Bears,Chicago Bears,20,24,1,44
GennaroNFL,Bears,19,Vikings,17,MINCHI,4765690,MIN,Vikings,Minnesota Vikings,CHI,Bears,Chicago Bears,17,19,1,44
TomNFL,Bears,23,Vikings,20,MINCHI,4765690,MIN,Vikings,Minnesota Vikings,CHI,Bears,Chicago Bears,20,23,1,44
DataSkrive,Vikings,26,Bears,16,MINCHI,4765690,MIN,Vikings,Minnesota Vikings,CHI,Bears,Chicago Bears,26,16,1,44
