Source,Winner,Winner Score,Loser,Loser Score,GameID,Away Code,Away Short Name,Away Full Name,Home Code,Home Short Name,Home Full Name,AwayScore,HomeScore
TerrySullivan,Steelers,27,Ravens,23,BALPIT,BAL,Ravens,Baltimore Ravens,PIT,Steelers,Pittsburgh Steelers,23,27
TerrySullivan,Chargers,30,Bengals,23,CINLAC,CIN,Bengals,Cincinnati Bengals,LAC,L.A. Chargers,Los Angeles Chargers,23,30
TerrySullivan,Texans,27,Cowboys,17,HOUDAL,HOU,Texans,Houston Texans,DAL,Cowboys,Dallas Cowboys,27,17
TerrySullivan,Packers,30,Bears,20,GBCHI,GB,Packers,Green Bay Packers,CHI,Bears,Chicago Bears,30,20
TerrySullivan,Chiefs,28,Bills,24,KCBUF,KC,Chiefs,Kansas City Chiefs,BUF,Bills,Buffalo Bills,28,24
TerrySullivan,Commanders,27,Eagles,23,WASPHI,WAS,Commanders,Washington Commanders,PHI,Eagles,Philadelphia Eagles,27,23
TerrySullivan,Saints,24,Browns,20,CLENO,CLE,Browns,Cleveland Browns,NO,Saints,New Orleans Saints,20,24
TerrySullivan,Jets,23,Colts,21,INDNYJ,IND,Colts,Indianapolis Colts,NYJ,N.Y. Jets,New York Jets,21,23
TerrySullivan,Lions,30,Jaguars,16,JACDET,JAC,Jaguars,Jacksonville Jaguars,DET,Lions,Detroit Lions,16,30
TerrySullivan,Rams,23,Patriots,20,LARNE,LAR,Rams,Los Angeles Rams,NE,Patriots,New England Patriots,23,20
TerrySullivan,Dolphins,27,Raiders,17,LVMIA,LV,Raiders,Las Vegas Raiders,MIA,Dolphins,Miami Dolphins,17,27
TerrySullivan,Vikings,24,Titans,20,MINTEN,MIN,Vikings,Minnesota Vikings,TEN,Titans,Tennessee Titans,24,20
TerrySullivan,Broncos,23,Falcons,20,ATLDEN,ATL,Falcons,Atlanta Falcons,DEN,Broncos,Denver Broncos,20,23
TerrySullivan,49ers,30,Seahawks,20,SEASF,SEA,Seahawks,Seattle Seahawks,SF,49ers,San Francisco 49ers,20,30
PetePrisco,Eagles,31,Commanders,24,WASPHI,WAS,Commanders,Washington Commanders,PHI,Eagles,Philadelphia Eagles,24,31
PetePrisco,Packers,29,Bears,17,GBCHI,GB,Packers,Green Bay Packers,CHI,Bears,Chicago Bears,29,17
PetePrisco,Lions,38,Jaguars,10,JACDET,JAC,Jaguars,Jacksonville Jaguars,DET,Lions,Detroit Lions,10,38
PetePrisco,Dolphins,23,Raiders,19,LVMIA,LV,Raiders,Las Vegas Raiders,MIA,Dolphins,Miami Dolphins,19,23
PetePrisco,Rams,24,Patriots,23,LARNE,LAR,Rams,Los Angeles Rams,NE,Patriots,New England Patriots,24,23
PetePrisco,Browns,23,Saints,16,CLENO,CLE,Browns,Cleveland Browns,NO,Saints,New Orleans Saints,23,16
PetePrisco,Steelers,30,Ravens,27,BALPIT,BAL,Ravens,Baltimore Ravens,PIT,Steelers,Pittsburgh Steelers,27,30
PetePrisco,Vikings,23,Titans,20,MINTEN,MIN,Vikings,Minnesota Vikings,TEN,Titans,Tennessee Titans,23,20
PetePrisco,Jets,23,Colts,17,INDNYJ,IND,Colts,Indianapolis Colts,NYJ,N.Y. Jets,New York Jets,17,23
PetePrisco,Broncos,24,Falcons,20,ATLDEN,ATL,Falcons,Atlanta Falcons,DEN,Broncos,Denver Broncos,20,24
PetePrisco,49ers,30,Seahawks,17,SEASF,SEA,Seahawks,Seattle Seahawks,SF,49ers,San Francisco 49ers,17,30
PetePrisco,Chargers,31,Bengals,28,CINLAC,CIN,Bengals,Cincinnati Bengals,LAC,L.A. Chargers,Los Angeles Chargers,28,31
PetePrisco,Texans,27,Cowboys,23,HOUDAL,HOU,Texans,Houston Texans,DAL,Cowboys,Dallas Cowboys,27,23
BleacherReport,Eagles,27,Commanders,21,WASPHI,WAS,Commanders,Washington Commanders,PHI,Eagles,Philadelphia Eagles,21,27
BleacherReport,Vikings,23,Titans,16,MINTEN,MIN,Vikings,Minnesota Vikings,TEN,Titans,Tennessee Titans,23,16
BleacherReport,Packers,24,Bears,13,GBCHI,GB,Packers,Green Bay Packers,CHI,Bears,Chicago Bears,24,13
