Source,Winner,Winner Score,Loser,Loser Score,GameID,GameIDInt,Away Code,Away Short Name,Away Full Name,Home Code,Home Short Name,Home Full Name,AwayScore,HomeScore,Spread,Total
TylerSullivan,Bears,28,Packers,26,GBCHI,4765624,GB,Packers,Green Bay Packers,CHI,Bears,Chicago Bears,26,28,-1,47
TylerSullivan,Saints,26,Jets,17,NYJNO,4765894,NYJ,Jets,New York Jets,NO,Saints,New Orleans Saints,17,26,-4.5,40.5
TylerSullivan,Panthers,24,Buccaneers,21,TBCAR,4765895,TB,Buccaneers,Tampa Bay Buccaneers,CAR,Panthers,Carolina Panthers,21,24,3,45.5
TylerSullivan,Broncos,24,Jaguars,20,JACDEN,4765898,JAC,Jaguars,Jacksonville Jaguars,DEN,Broncos,Denver Broncos,20,24,-3,47
TylerSullivan,49ers,30,Colts,19,SFIND,4765903,SF,49ers,San Francisco 49ers,IND,Colts,Indianapolis Colts,30,19,5.5,46.5
TylerSullivan,Rams,23,Seahawks,21,LARSEA,4765890,LAR,Rams,Los Angeles Rams,SEA,Seahawks,Seattle Seahawks,23,21,-1.5,43
TylerSullivan,Eagles,28,Commanders,17,PHIWAS,4765625,PHI,Eagles,Philadelphia Eagles,WAS,Commanders,Washington Commanders,28,17,7,44.5
TylerSullivan,Bills,27,Browns,16,BUFCLE,4765891,BUF,Bills,Buffalo Bills,CLE,Browns,Cleveland Browns,27,16,10.5,41.5
TylerSullivan,Chargers,27,Cowboys,23,LACDAL,4765892,LAC,Chargers,Los Angeles Chargers,DAL,Cowboys,Dallas Cowboys,27,23,-2,50
TylerSullivan,Chiefs,23,Titans,21,KCTEN,4765897,KC,Chiefs,Kansas City Chiefs,TEN,Titans,Tennessee Titans,23,21,3,37.5
TylerSullivan,Bengals,28,Dolphins,17,CINMIA,4765902,CIN,Bengals,Cincinnati Bengals,MIA,Dolphins,Miami Dolphins,28,17,4,47.5
TylerSullivan,Vikings,24,Giants,20,MINNYG,4765896,MIN,Vikings,Minnesota Vikings,NYG,Giants,New York Giants,24,20,3,43.5
TylerSullivan,Falcons,27,Cardinals,23,ATLARI,4765899,ATL,Falcons,Atlanta Falcons,ARI,Cardinals,Arizona Cardinals,27,23,3,48
TylerSullivan,Lions,30,Steelers,20,PITDET,4765901,PIT,Steelers,Pittsburgh Steelers,DET,Lions,Detroit Lions,20,30,-6.5,52
TylerSullivan,Texans,30,Raiders,14,LVHOU,4765900,LV,Raiders,Las Vegas Raiders,HOU,Texans,Houston Texans,14,30,-14,38.5
TylerSullivan,Patriots,27,Ravens,24,NEBAL,4765893,NE,Patriots,New England Patriots,BAL,Ravens,Baltimore Ravens,27,24,-3,48
PetePrisco,Seahawks,29,Rams,2,LARSEA,4765890,LAR,Rams,Los Angeles Rams,SEA,Seahawks,Seattle Seahawks,2,29,-1.5,43
PetePrisco,Eagles,32,Commanders,17,PHIWAS,4765625,PHI,Eagles,Philadelphia Eagles,WAS,Commanders,Washington Commanders,32,17,7,44.5
PetePrisco,Packers,27,Bears,24,GBCHI,4765624,GB,Packers,Green Bay Packers,CHI,Bears,Chicago Bears,27,24,-1,47
PetePrisco,Bills,27,Browns,14,BUFCLE,4765891,BUF,Bills,Buffalo Bills,CLE,Browns,Cleveland Browns,27,14,10.5,41.5
