Source,Winner,Winner Score,Loser,Loser Score,GameID,Away Code,Away Short Name,Away Full Name,Home Code,Home Short Name,Home Full Name,AwayScore,HomeScore
TerrySullivan,Ravens,26,Buccaneers,23,BALTB,BAL,Ravens,Baltimore Ravens,TB,Buccaneers,Tampa Bay Buccaneers,26,23
PetePrisco,Bucs,34,Ravens,31,BALTB,BAL,Ravens,Baltimore Ravens,TB,Buccaneers,Tampa Bay Buccaneers,31,34
BleacherReport,Ravens,28,Buccaneers,24,BALTB,BAL,Ravens,Baltimore Ravens,TB,Buccaneers,Tampa Bay Buccaneers,28,24
BillBender,Ravens,33,Buccaneers,26,BALTB,BAL,Ravens,Baltimore Ravens,TB,Buccaneers,Tampa Bay Buccaneers,33,26
DataSkrive,Buccaneers,32,Ravens,21,BALTB,BAL,Ravens,Baltimore Ravens,TB,Buccaneers,Tampa Bay Buccaneers,21,32
MarcusMosher,Buccaneers,27,Ravens,24,BALTB,BAL,Ravens,Baltimore Ravens,TB,Buccaneers,Tampa Bay Buccaneers,24,27
VinnieIyer,Ravens,27,Buccaneers,24,BALTB,BAL,Ravens,Baltimore Ravens,TB,Buccaneers,Tampa Bay Buccaneers,27,24
Dimers,RAVENS,26,BUCCANEERS,23,BALTB,BAL,Ravens,Baltimore Ravens,TB,Buccaneers,Tampa Bay Buccaneers,26,23
LorenzoReyes,Ravens,29,Buccaneers,20,BALTB,BAL,Ravens,Baltimore Ravens,TB,Buccaneers,Tampa Bay Buccaneers,29,20
TylerDragon,Ravens,26,Buccaneers,20,BALTB,BAL,Ravens,Baltimore Ravens,TB,Buccaneers,Tampa Bay Buccaneers,26,20
RichardMorin,Ravens,33,Buccaneers,24,BALTB,BAL,Ravens,Baltimore Ravens,TB,Buccaneers,Tampa Bay Buccaneers,33,24
JordanMendoza,Buccaneers,24,Ravens,23,BALTB,BAL,Ravens,Baltimore Ravens,TB,Buccaneers,Tampa Bay Buccaneers,23,24
TerrySullivan,Commanders,33,Panthers,20,CARWAS,CAR,Panthers,Carolina Panthers,WAS,Commanders,Washington Commanders,20,33
PetePrisco,Commanders,35,Panthers,27,CARWAS,CAR,Panthers,Carolina Panthers,WAS,Commanders,Washington Commanders,27,35
BleacherReport,Commanders,34,Panthers,23,CARWAS,CAR,Panthers,Carolina Panthers,WAS,Commanders,Washington Commanders,23,34
BillBender,Commanders,30,Panthers,22,CARWAS,CAR,Panthers,Carolina Panthers,WAS,Commanders,Washington Commanders,22,30
DataSkrive,Commanders,39,Panthers,14,CARWAS,CAR,Panthers,Carolina Panthers,WAS,Commanders,Washington Commanders,14,39
MarcusMosher,Commanders,31,Panthers,23,CARWAS,CAR,Panthers,Carolina Panthers,WAS,Commanders,Washington Commanders,23,31
VinnieIyer,Commanders,38,Panthers,21,CARWAS,CAR,Panthers,Carolina Panthers,WAS,Commanders,Washington Commanders,21,38
Dimers,COMMANDERS,30,PANTHERS,22,CARWAS,CAR,Panthers,Carolina Panthers,WAS,Commanders,Washington Commanders,22,30
LorenzoReyes,Commanders,36,Panthers,14,CARWAS,CAR,Panthers,Carolina Panthers,WAS,Commanders,Washington Commanders,14,36
TylerDragon,Commanders,28,Panthers,17,CARWAS,CAR,Panthers,Carolina Panthers,WAS,Commanders,Washington Commanders,17,28
RichardMorin,Commanders,35,Panthers,20,CARWAS,CAR,Panthers,Carolina Panthers,WAS,Commanders,Washington Commanders,20,35
JordanMendoza,Commanders,31,Panthers,16,CARWAS,CAR,Panthers,Carolina Panthers,WAS,Commanders,Washington Commanders,16,31
TerrySullivan,Bengals,30,Browns,20,CINCLE,CIN,Bengals,Cincinnati Bengals,CLE,Browns,Cleveland Browns,30,20
PetePrisco,Bengals,21,Browns,17,CINCLE,CIN,Bengals,Cincinnati Bengals,CLE,Browns,Cleveland Browns,21,17
BleacherReport,Bengals,27,Browns,17,CINCLE,CIN,Bengals,Cincinnati Bengals,CLE,Browns,Cleveland Browns,27,17
BillBender,Bengals,25,Browns,18,CINCLE,CIN,Bengals,Cincinnati Bengals,CLE,Browns,Cleveland Browns,25,18
DataSkrive,Bengals,26,Browns,19,CINCLE,CIN,Bengals,Cincinnati Bengals,CLE,Browns,Cleveland Browns,26,19
MarcusMosher,Bengals,20,Browns,17,CINCLE,CIN,Bengals,Cincinnati Bengals,CLE,Browns,Cleveland Browns,20,17
VinnieIyer,Bengals,27,Browns,20,CINCLE,CIN,Bengals,Cincinnati Bengals,CLE,Browns,Cleveland Browns,27,20
Dimers,BENGALS,23,BROWNS,18,CINCLE,CIN,Bengals,Cincinnati Bengals,CLE,Browns,Cleveland Browns,23,18
LorenzoReyes,Bengals,23,Browns,21,CINCLE,CIN,Bengals,Cincinnati Bengals,CLE,Browns,Cleveland Browns,23,21
TylerDragon,Bengals,24,Browns,21,CINCLE,CIN,Bengals,Cincinnati Bengals,CLE,Browns,Cleveland Browns,24,21
RichardMorin,Bengals,21,Browns,18,CINCLE,CIN,Bengals,Cincinnati Bengals,CLE,Browns,Cleveland Browns,21,18
JordanMendoza,Bengals,23,Browns,17,CINCLE,CIN,Bengals,Cincinnati Bengals,CLE,Browns,Cleveland Browns,23,17
TerrySullivan,Broncos,20,Saints,17,DENNO,DEN,Broncos,Denver Broncos,NO,Saints,New Orleans Saints,20,17
PetePrisco,Saints,23,Broncos,16,DENNO,DEN,Broncos,Denver Broncos,NO,Saints,New Orleans Saints,16,23
BleacherReport,Broncos,20,Saints,13,DENNO,DEN,Broncos,Denver Broncos,NO,Saints,New Orleans Saints,20,13
BillBender,Broncos,20,Saints,17,DENNO,DEN,Broncos,Denver Broncos,NO,Saints,New Orleans Saints,20,17
DataSkrive,Saints,23,Broncos,22,DENNO,DEN,Broncos,Denver Broncos,NO,Saints,New Orleans Saints,22,23
MarcusMosher,Broncos,17,Saints,13,DENNO,DEN,Broncos,Denver Broncos,NO,Saints,New Orleans Saints,17,13
VinnieIyer,Broncos,20,Saints,17,DENNO,DEN,Broncos,Denver Broncos,NO,Saints,New Orleans Saints,20,17
Dimers,BRONCOS,20,SAINTS,18,DENNO,DEN,Broncos,Denver Broncos,NO,Saints,New Orleans Saints,20,18
LorenzoReyes,Broncos,17,Saints,13,DENNO,DEN,Broncos,Denver Broncos,NO,Saints,New Orleans Saints,17,13
TylerDragon,Saints,20,Broncos,17,DENNO,DEN,Broncos,Denver Broncos,NO,Saints,New Orleans Saints,17,20
RichardMorin,Broncos,33,Saints,32,DENNO,DEN,Broncos,Denver Broncos,NO,Saints,New Orleans Saints,33,32
JordanMendoza,Broncos,22,Saints,20,DENNO,DEN,Broncos,Denver Broncos,NO,Saints,New Orleans Saints,22,20
TerrySullivan,Lions,27,Vikings,24,DETMIN,DET,Lions,Detroit Lions,MIN,Vikings,Minnesota Vikings,27,24
PetePrisco,Vikings,31,Lions,26,DETMIN,DET,Lions,Detroit Lions,MIN,Vikings,Minnesota Vikings,26,31
BleacherReport,Lions,30,Vikings,28,DETMIN,DET,Lions,Detroit Lions,MIN,Vikings,Minnesota Vikings,30,28
BillBender,Lions,31,Vikings,28,DETMIN,DET,Lions,Detroit Lions,MIN,Vikings,Minnesota Vikings,31,28
DataSkrive,Vikings,28,Lions,17,DETMIN,DET,Lions,Detroit Lions,MIN,Vikings,Minnesota Vikings,17,28
MarcusMosher,Lions,28,Vikings,27,DETMIN,DET,Lions,Detroit Lions,MIN,Vikings,Minnesota Vikings,28,27
VinnieIyer,Lions,24,Vikings,20,DETMIN,DET,Lions,Detroit Lions,MIN,Vikings,Minnesota Vikings,24,20
Dimers,VIKINGS,26,LIONS,25,DETMIN,DET,Lions,Detroit Lions,MIN,Vikings,Minnesota Vikings,25,26
LorenzoReyes,Lions,26,Vikings,23,DETMIN,DET,Lions,Detroit Lions,MIN,Vikings,Minnesota Vikings,26,23
TylerDragon,Lions,28,Vikings,24,DETMIN,DET,Lions,Detroit Lions,MIN,Vikings,Minnesota Vikings,28,24
RichardMorin,Lions,31,Vikings,25,DETMIN,DET,Lions,Detroit Lions,MIN,Vikings,Minnesota Vikings,31,25
JordanMendoza,Lions,29,Vikings,27,DETMIN,DET,Lions,Detroit Lions,MIN,Vikings,Minnesota Vikings,29,27
TerrySullivan,Packers,28,Texans,24,HOUGB,HOU,Texans,Houston Texans,GB,Packers,Green Bay Packers,24,28
PetePrisco,Packers,34,Texans,30,HOUGB,HOU,Texans,Houston Texans,GB,Packers,Green Bay Packers,30,34
BleacherReport,Packers,26,Texans,23,HOUGB,HOU,Texans,Houston Texans,GB,Packers,Green Bay Packers,23,26
BillBender,Packers,24,Texans,23,HOUGB,HOU,Texans,Houston Texans,GB,Packers,Green Bay Packers,23,24
DataSkrive,Packers,27,Texans,20,HOUGB,HOU,Texans,Houston Texans,GB,Packers,Green Bay Packers,20,27
MarcusMosher,Packers,27,Texans,23,HOUGB,HOU,Texans,Houston Texans,GB,Packers,Green Bay Packers,23,27
VinnieIyer,Packers,30,Texans,23,HOUGB,HOU,Texans,Houston Texans,GB,Packers,Green Bay Packers,23,30
Dimers,PACKERS,25,TEXANS,22,HOUGB,HOU,Texans,Houston Texans,GB,Packers,Green Bay Packers,22,25
LorenzoReyes,Packers,21,Texans,17,HOUGB,HOU,Texans,Houston Texans,GB,Packers,Green Bay Packers,17,21
TylerDragon,Texans,28,Packers,27,HOUGB,HOU,Texans,Houston Texans,GB,Packers,Green Bay Packers,28,27
RichardMorin,Packers,26,Texans,23,HOUGB,HOU,Texans,Houston Texans,GB,Packers,Green Bay Packers,23,26
JordanMendoza,Texans,27,Packers,24,HOUGB,HOU,Texans,Houston Texans,GB,Packers,Green Bay Packers,27,24
TerrySullivan,49ers,24,Chiefs,21,KCSF,KC,Chiefs,Kansas City Chiefs,SF,49ers,San Francisco 49ers,21,24
