Source,Winner,Winner Score,Loser,Loser Score,GameID,Away Code,Away Short Name,Away Full Name,Home Code,Home Short Name,Home Full Name,AwayScore,HomeScore
TomNFL,Browns,24,Giants,15,NYGCLE,NYG,Giants,New York Giants,CLE,Browns,Cleveland Browns,15,24
AliNFL,Bears,23,Colts,20,CHIIND,CHI,Bears,Chicago Bears,IND,Colts,Indianapolis Colts,23,20
BrookeNFL,Colts,24,Bears,21,CHIIND,CHI,Bears,Chicago Bears,IND,Colts,Indianapolis Colts,21,24
DanNFL,Bears,21,Colts,17,CHIIND,CHI,Bears,Chicago Bears,IND,Colts,Indianapolis Colts,21,17
GennaroNFL,Bears,24,Colts,21,CHIIND,CHI,Bears,Chicago Bears,IND,Colts,Indianapolis Colts,24,21
TomNFL,Colts,23,Bears,20,CHIIND,CHI,Bears,Chicago Bears,IND,Colts,Indianapolis Colts,20,23
AliNFL,Texans,27,Vikings,24,HOUMIN,HOU,Texans,Houston Texans,MIN,Vikings,Minnesota Vikings,27,24
BrookeNFL,Vikings,26,Texans,23,HOUMIN,HOU,Texans,Houston Texans,MIN,Vikings,Minnesota Vikings,23,26
DanNFL,Texans,24,Vikings,20,HOUMIN,HOU,Texans,Houston Texans,MIN,Vikings,Minnesota Vikings,24,20
GennaroNFL,Vikings,24,Texans,23,HOUMIN,HOU,Texans,Houston Texans,MIN,Vikings,Minnesota Vikings,23,24
TomNFL,Texans,26,Vikings,20,HOUMIN,HOU,Texans,Houston Texans,MIN,Vikings,Minnesota Vikings,26,20
AliNFL,Saints,27,Eagles,24,PHINO,PHI,Eagles,Philadelphia Eagles,NO,Saints,New Orleans Saints,24,27
BrookeNFL,Saints,27,Eagles,21,PHINO,PHI,Eagles,Philadelphia Eagles,NO,Saints,New Orleans Saints,21,27
DanNFL,Saints,28,Eagles,24,PHINO,PHI,Eagles,Philadelphia Eagles,NO,Saints,New Orleans Saints,24,28
GennaroNFL,Saints,30,Eagles,19,PHINO,PHI,Eagles,Philadelphia Eagles,NO,Saints,New Orleans Saints,19,30
TomNFL,Saints,28,Eagles,20,PHINO,PHI,Eagles,Philadelphia Eagles,NO,Saints,New Orleans Saints,20,28
AliNFL,Steelers,21,Chargers,19,LACPIT,LAC,Chargers,Los Angeles Chargers,PIT,Steelers,Pittsburgh Steelers,19,21
BrookeNFL,Chargers,23,Steelers,19,LACPIT,LAC,Chargers,Los Angeles Chargers,PIT,Steelers,Pittsburgh Steelers,23,19
DanNFL,Steelers,19,Chargers,16,LACPIT,LAC,Chargers,Los Angeles Chargers,PIT,Steelers,Pittsburgh Steelers,16,19
GennaroNFL,Steelers,19,Chargers,16,LACPIT,LAC,Chargers,Los Angeles Chargers,PIT,Steelers,Pittsburgh Steelers,16,19
TomNFL,Steelers,20,Chargers,17,LACPIT,LAC,Chargers,Los Angeles Chargers,PIT,Steelers,Pittsburgh Steelers,17,20
AliNFL,Buccaneers,28,Broncos,18,DENTB,DEN,Broncos,Denver Broncos,TB,Buccaneers,Tampa Bay Buccaneers,18,28
BrookeNFL,Buccaneers,28,Broncos,16,DENTB,DEN,Broncos,Denver Broncos,TB,Buccaneers,Tampa Bay Buccaneers,16,28
DanNFL,Buccaneers,24,Broncos,15,DENTB,DEN,Broncos,Denver Broncos,TB,Buccaneers,Tampa Bay Buccaneers,15,24
