Source,Winner,Winner Score,Loser,Loser Score,GameID,Away Code,Away Short Name,Away Full Name,Home Code,Home Short Name,Home Full Name,AwayScore,HomeScore
MarcusMosher,Bears,21,Patriots,16,NECHI,NE,Patriots,New England Patriots,CHI,Bears,Chicago Bears,16,21
Sportsnaut,Bears,28,Patriots,20,NECHI,NE,Patriots,New England Patriots,CHI,Bears,Chicago Bears,20,28
Dimers,BEARS,22,PATRIOTS,17,NECHI,NE,Patriots,New England Patriots,CHI,Bears,Chicago Bears,17,22
LorenzoReyes,Bears,17,Patriots,14,NECHI,NE,Patriots,New England Patriots,CHI,Bears,Chicago Bears,14,17
TylerDragon,Bears,21,Patriots,17,NECHI,NE,Patriots,New England Patriots,CHI,Bears,Chicago Bears,17,21
RichardMorin,Bears,26,Patriots,20,NECHI,NE,Patriots,New England Patriots,CHI,Bears,Chicago Bears,20,26
JordanMendoza,Bears,22,Patriots,10,NECHI,NE,Patriots,New England Patriots,CHI,Bears,Chicago Bears,10,22
PetePrisco,Giants,21,Panthers,14,NYGCAR,NYG,Giants,New York Giants,CAR,Panthers,Carolina Panthers,21,14
BleacherReport,Giants,24,Panthers,17,NYGCAR,NYG,Giants,New York Giants,CAR,Panthers,Carolina Panthers,24,17
BillBender,Giants,22,Panthers,17,NYGCAR,NYG,Giants,New York Giants,CAR,Panthers,Carolina Panthers,22,17
DataSkrive,Giants,25,Panthers,18,NYGCAR,NYG,Giants,New York Giants,CAR,Panthers,Carolina Panthers,25,18
MarcusMosher,Giants,23,Panthers,17,NYGCAR,NYG,Giants,New York Giants,CAR,Panthers,Carolina Panthers,23,17
Sportsnaut,Giants,28,Panthers,17,NYGCAR,NYG,Giants,New York Giants,CAR,Panthers,Carolina Panthers,28,17
VinnieIyer,Giants,24,Panthers,17,NYGCAR,NYG,Giants,New York Giants,CAR,Panthers,Carolina Panthers,24,17
Dimers,GIANTS,24,PANTHERS,17,NYGCAR,NYG,Giants,New York Giants,CAR,Panthers,Carolina Panthers,24,17
LorenzoReyes,Giants,19,Panthers,10,NYGCAR,NYG,Giants,New York Giants,CAR,Panthers,Carolina Panthers,19,10
TylerDragon,Giants,17,Panthers,16,NYGCAR,NYG,Giants,New York Giants,CAR,Panthers,Carolina Panthers,17,16
RichardMorin,Panthers,16,Giants,7,NYGCAR,NYG,Giants,New York Giants,CAR,Panthers,Carolina Panthers,7,16
JordanMendoza,Giants,17,Panthers,13,NYGCAR,NYG,Giants,New York Giants,CAR,Panthers,Carolina Panthers,17,13
PetePrisco,Jets,24,Cardinals,21,NYJARI,NYJ,Jets,New York Jets,ARI,Cardinals,Arizona Cardinals,24,21
BleacherReport,Jets,27,Cardinals,24,NYJARI,NYJ,Jets,New York Jets,ARI,Cardinals,Arizona Cardinals,27,24
BillBender,Jets,19,Cardinals,18,NYJARI,NYJ,Jets,New York Jets,ARI,Cardinals,Arizona Cardinals,19,18
DataSkrive,Cardinals,27,Jets,16,NYJARI,NYJ,Jets,New York Jets,ARI,Cardinals,Arizona Cardinals,16,27
MarcusMosher,Cardinals,24,Jets,20,NYJARI,NYJ,Jets,New York Jets,ARI,Cardinals,Arizona Cardinals,20,24
Sportsnaut,Jets,28,Cardinals,23,NYJARI,NYJ,Jets,New York Jets,ARI,Cardinals,Arizona Cardinals,28,23
VinnieIyer,Jets,27,Cardinals,17,NYJARI,NYJ,Jets,New York Jets,ARI,Cardinals,Arizona Cardinals,27,17
Dimers,JETS,24,CARDINALS,23,NYJARI,NYJ,Jets,New York Jets,ARI,Cardinals,Arizona Cardinals,24,23
LorenzoReyes,Cardinals,24,Jets,20,NYJARI,NYJ,Jets,New York Jets,ARI,Cardinals,Arizona Cardinals,20,24
TylerDragon,Jets,24,Cardinals,20,NYJARI,NYJ,Jets,New York Jets,ARI,Cardinals,Arizona Cardinals,24,20
RichardMorin,Cardinals,27,Jets,21,NYJARI,NYJ,Jets,New York Jets,ARI,Cardinals,Arizona Cardinals,21,27
JordanMendoza,Jets,24,Cardinals,23,NYJARI,NYJ,Jets,New York Jets,ARI,Cardinals,Arizona Cardinals,24,23
PetePrisco,Eagles,24,Cowboys,21,PHIDAL,PHI,Eagles,Philadelphia Eagles,DAL,Cowboys,Dallas Cowboys,24,21
BleacherReport,Eagles,34,Cowboys,20,PHIDAL,PHI,Eagles,Philadelphia Eagles,DAL,Cowboys,Dallas Cowboys,34,20
BillBender,Eagles,28,Cowboys,18,PHIDAL,PHI,Eagles,Philadelphia Eagles,DAL,Cowboys,Dallas Cowboys,28,18
DataSkrive,Eagles,28,Cowboys,19,PHIDAL,PHI,Eagles,Philadelphia Eagles,DAL,Cowboys,Dallas Cowboys,28,19
MarcusMosher,Eagles,31,Cowboys,17,PHIDAL,PHI,Eagles,Philadelphia Eagles,DAL,Cowboys,Dallas Cowboys,31,17
Sportsnaut,Eagles,23,Cowboys,10,PHIDAL,PHI,Eagles,Philadelphia Eagles,DAL,Cowboys,Dallas Cowboys,23,10
VinnieIyer,Eagles,24,Cowboys,23,PHIDAL,PHI,Eagles,Philadelphia Eagles,DAL,Cowboys,Dallas Cowboys,24,23
Dimers,EAGLES,25,COWBOYS,18,PHIDAL,PHI,Eagles,Philadelphia Eagles,DAL,Cowboys,Dallas Cowboys,25,18
LorenzoReyes,Eagles,34,Cowboys,13,PHIDAL,PHI,Eagles,Philadelphia Eagles,DAL,Cowboys,Dallas Cowboys,34,13
TylerDragon,Eagles,30,Cowboys,20,PHIDAL,PHI,Eagles,Philadelphia Eagles,DAL,Cowboys,Dallas Cowboys,30,20
RichardMorin,Cowboys,30,Eagles,26,PHIDAL,PHI,Eagles,Philadelphia Eagles,DAL,Cowboys,Dallas Cowboys,26,30
JordanMendoza,Eagles,31,Cowboys,17,PHIDAL,PHI,Eagles,Philadelphia Eagles,DAL,Cowboys,Dallas Cowboys,31,17
PetePrisco,Commanders,23,Steelers,17,PITWAS,PIT,Steelers,Pittsburgh Steelers,WAS,Commanders,Washington Commanders,17,23
BleacherReport,Steelers,23,Commanders,21,PITWAS,PIT,Steelers,Pittsburgh Steelers,WAS,Commanders,Washington Commanders,23,21
BillBender,Steelers,24,Commanders,20,PITWAS,PIT,Steelers,Pittsburgh Steelers,WAS,Commanders,Washington Commanders,24,20
DataSkrive,Commanders,24,Steelers,20,PITWAS,PIT,Steelers,Pittsburgh Steelers,WAS,Commanders,Washington Commanders,20,24
MarcusMosher,Steelers,24,Commanders,17,PITWAS,PIT,Steelers,Pittsburgh Steelers,WAS,Commanders,Washington Commanders,24,17
Sportsnaut,Commanders,24,Steelers,23,PITWAS,PIT,Steelers,Pittsburgh Steelers,WAS,Commanders,Washington Commanders,23,24
VinnieIyer,Commanders,23,Steelers,20,PITWAS,PIT,Steelers,Pittsburgh Steelers,WAS,Commanders,Washington Commanders,20,23
Dimers,COMMANDERS,25,STEELERS,21,PITWAS,PIT,Steelers,Pittsburgh Steelers,WAS,Commanders,Washington Commanders,21,25
LorenzoReyes,Steelers,24,Commanders,17,PITWAS,PIT,Steelers,Pittsburgh Steelers,WAS,Commanders,Washington Commanders,24,17
TylerDragon,Commanders,23,Steelers,21,PITWAS,PIT,Steelers,Pittsburgh Steelers,WAS,Commanders,Washington Commanders,21,23
RichardMorin,Commanders,20,Steelers,14,PITWAS,PIT,Steelers,Pittsburgh Steelers,WAS,Commanders,Washington Commanders,14,20
JordanMendoza,Commanders,20,Steelers,17,PITWAS,PIT,Steelers,Pittsburgh Steelers,WAS,Commanders,Washington Commanders,17,20
PetePrisco,49ers,28,Bucs,20,SFTB,SF,49ers,San Francisco 49ers,TB,Buccaneers,Tampa Bay Buccaneers,28,20
BleacherReport,49ers,26,Buccaneers,23,SFTB,SF,49ers,San Francisco 49ers,TB,Buccaneers,Tampa Bay Buccaneers,26,23
BillBender,49ers,32,Buccaneers,29,SFTB,SF,49ers,San Francisco 49ers,TB,Buccaneers,Tampa Bay Buccaneers,32,29
DataSkrive,Buccaneers,31,49ers,21,SFTB,SF,49ers,San Francisco 49ers,TB,Buccaneers,Tampa Bay Buccaneers,21,31
MarcusMosher,49ers,28,Buccaneers,20,SFTB,SF,49ers,San Francisco 49ers,TB,Buccaneers,Tampa Bay Buccaneers,28,20
VinnieIyer,49ers,27,Buccaneers,22,SFTB,SF,49ers,San Francisco 49ers,TB,Buccaneers,Tampa Bay Buccaneers,27,22
Dimers,49ERS,27,BUCCANEERS,23,SFTB,SF,49ers,San Francisco 49ers,TB,Buccaneers,Tampa Bay Buccaneers,27,23
LorenzoReyes,49ers,28,Buccaneers,20,SFTB,SF,49ers,San Francisco 49ers,TB,Buccaneers,Tampa Bay Buccaneers,28,20
TylerDragon,49ers,25,Bucs,21,SFTB,SF,49ers,San Francisco 49ers,TB,Buccaneers,Tampa Bay Buccaneers,25,21
RichardMorin,49ers,28,Buccaneers,27,SFTB,SF,49ers,San Francisco 49ers,TB,Buccaneers,Tampa Bay Buccaneers,28,27
JordanMendoza,49ers,23,Buccaneers,16,SFTB,SF,49ers,San Francisco 49ers,TB,Buccaneers,Tampa Bay Buccaneers,23,16
PetePrisco,Chargers,28,Titans,17,TENLAC,TEN,Titans,Tennessee Titans,LAC,L.A. Chargers,Los Angeles Chargers,17,28
BleacherReport,Chargers,24,Titans,13,TENLAC,TEN,Titans,Tennessee Titans,LAC,L.A. Chargers,Los Angeles Chargers,13,24
BillBender,Chargers,27,Titans,13,TENLAC,TEN,Titans,Tennessee Titans,LAC,L.A. Chargers,Los Angeles Chargers,13,27
DataSkrive,Chargers,29,Titans,9,TENLAC,TEN,Titans,Tennessee Titans,LAC,L.A. Chargers,Los Angeles Chargers,9,29
MarcusMosher,Chargers,24,Titans,13,TENLAC,TEN,Titans,Tennessee Titans,LAC,L.A. Chargers,Los Angeles Chargers,13,24
Sportsnaut,Chargers,17,Titans,10,TENLAC,TEN,Titans,Tennessee Titans,LAC,L.A. Chargers,Los Angeles Chargers,10,17
VinnieIyer,Chargers,34,Titans,14,TENLAC,TEN,Titans,Tennessee Titans,LAC,L.A. Chargers,Los Angeles Chargers,14,34
Dimers,CHARGERS,23,TITANS,16,TENLAC,TEN,Titans,Tennessee Titans,LAC,L.A. Chargers,Los Angeles Chargers,16,23
LorenzoReyes,Chargers,29,Titans,7,TENLAC,TEN,Titans,Tennessee Titans,LAC,L.A. Chargers,Los Angeles Chargers,7,29
TylerDragon,Chargers,23,Titans,14,TENLAC,TEN,Titans,Tennessee Titans,LAC,L.A. Chargers,Los Angeles Chargers,14,23
RichardMorin,Chargers,28,Titans,17,TENLAC,TEN,Titans,Tennessee Titans,LAC,L.A. Chargers,Los Angeles Chargers,17,28
JordanMendoza,Chargers,22,Titans,9,TENLAC,TEN,Titans,Tennessee Titans,LAC,L.A. Chargers,Los Angeles Chargers,9,22
